copyid,condition,price,signed,dustjacket,binding,description
30725469449,Good,US$ 8.71,0,0,paperback,"A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact. The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include previous owner inscriptions. At ThriftBooks, our motto is: Read More, Spend Less."
465116642,Used - Good. Good paperback,US$ 4.00,0,0,0,"Pages browned; bookshop stamp on first page; cover a little browned. From the library of John Entwistle, bass guitarist of The Who."
8323438657,Good,US$ 1.88,0,0,paperback,Good Condition paperback 159 pages.
20037574060,Good/Very Good,US$ 19.00,0,0,paperback,"ALL 4 BOOKS ARE IN GOOD TO VERY GOOD CONDITION; NOTE: D-53 has laminated covers; Size: 8vo - over 7�"" - 9�"" tall."
30037254254,Good,0,0,0,0,0
30300356717,VERY GOOD,US$ 3.69,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
300673692,Good,US$ 5.31,0,No Jacket as Issued,paperback,"SCIENCE FICTION NOVEL BY THE AUTHOR OF 'THE SWORD OF RHIANNON' AND THE CO-SCRIPTER OF STAR WARS: THE EMPIRE STRIKES BACK. SURFACE WEAR ON SPINE AND COVER EDGES. RESIDUE OF PRICE LABEL ON FRONT COVER. FLAT, ROBUST COPY. CLEAN, TIGHT PAGES. STRONG BINDING. NO INSCRIPTIONS. TANNED PAGES. LOCATION: SYT1."
30137478756,0,US$ 8.00,0,0,paperback,"F-326, near fine, (FANTASY NOVEL), paperback,"
30453546897,Very Good,US$ 10.00,0,0,single issue magazine,"Vol. 1, No. 1. Edited by Eric Protter. Cover art by Mort Rosenfeld. Includes ""Death took the Call"" by Michael Croft; ""Solar Pons and the Adventure of the Bishop's Companion"" by August Derleth; ""The Bank Job"" by Edward D. Hoch; ""The Getaway"" by Gil Brewer; ""To Kill a Man"" by Jack Ritchie; ""Killing Bernstein"" by Harlan Ellison; ""Consolation"" by Ed McBain; ""The Crime Lab"" by George O'Toole. Entertainment (Features): ""Movies"" by Steven Vail; ""Theater"" & ""TV"" by Mike Madrid; ""Books"" by Tom Seligson; ""Puzzles""; ""Contest"". Uncredited illustrations and photos. Edge and corner wear; minor creasing; dealer's marks in pen on first page; bumps to front; minor soiling."
30708338184,Fine,US$ 25.00,0,Fine,hardcover,"A fine copy in a fine jacket/brodart covered. First Edition. A very nice copy. No bumped corners to book. Spine tips are smooth and round. No tears, no chips to jacket. A touch of toning to jackets spine."
30353098740,Good,0,0,0,paperback,0
30307557178,GOOD,US$ 5.87,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, that�  ll have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30159804034,Good,US$ 9.95,0,0,hardcover,"No Jacket; 8vo-over 7-9"" tall. Cloth; some rubbing wear to extremities of spine and corners; bookplate; pencil writing on front free endpaper."
30550760036,Very Good +,US$ 5.00,0,0,paperback,Light crease to back cover. hx2.
8150205,0,US$ 937.50,Signed by Author(s),0,paperback,"First edition, 8vo, pp. 48; original gray printed wrappers; a rare presentation copy inscribed ""M. Hensen Esq., Hastings, compl. of I.D."" on the upper wrapper; some soiling, else very good. See BAL II, p. 478: ""In 1878 Donnelly ran for Congress as a Greenback-Democrat from Minnesota and was defeated in the election by William D. Washburn. Donnelly challenged the election [on the basis of influence peddling and the buying of votes] and demanded a hearing by the House of Representatives which found in favor of Washburn.""."
30527149798,VERY GOOD,US$ 5.25,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
22479795977,Very Good,US$ 20.00,0,0,paperback,"New York, 1945. Illustrated paper covers; wear at edges and corners; 8vo, 7 3/4"" - 9 3/4"" Tall; black and white illustrations; not paginated."
30606220479,Good,US$ 3.00,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30732805546,Good,US$ 4.00,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
30415063019,Very Good,US$ 11.95,0,0,paperback,"Double paperback. Condition: Near fine. Published by Belmont (Canadian) 1967, 1st thus.(B50-759) , by Lin Carter. . Bound with Kris Neville (Peril of the Starmen). . [Science Fiction]."
22536083174,Good,US$ 46.95,0,0,hardcover,A+ Customer service! Satisfaction Guaranteed! Book is in Used-Good condition. Pages and cover are clean and intact. Used items may not include supplementary materials such as CDs or access codes. May show signs of minor shelf wear and contain limited notes and highlighting.
30740160431,Good,US$ 4.00,0,0,0,"Former Library book. Shows some signs of wear, and may have some markings on the inside."
18847098485,Near Fine,US$ 25.00,0,No Jacket,hardcover,A nice copy in turquoise cloth boards with jacket flaps pasted inside book. Two boys have adventures during summer vacation.
7469279515,0,US$ 12.07,0,0,0,BON ETAT.
30414474133,VERY GOOD,US$ 3.80,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30369176851,Good,US$ 1.99,0,0,paperback,This is a used book in good condition and may show some signs of use or wear . This is a used book in good condition and may show some signs of use or wear .
30428916088,Near Fine,US$ 12.79,0,Near Fine,hardcover,"dj w/lite wear onlyh, clipped price, in mylar; 778 clean, unmarked pages; #G14 in series, no date given (circa 1978) Size: 12 vo ."
30601282771,Good,US$ 2.60,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30733206448,Good,US$ 4.00,0,0,0,"Former Library book. Shows some signs of wear, and may have some markings on the inside."
30734008677,Good,US$ 5.99,0,0,hardcover,"A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact. The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include previous owner inscriptions. The dust jacket is missing. At ThriftBooks, our motto is: Read More, Spend Less."
30739672428,Good,US$ 4.55,0,0,0,"Former Library book. Shows some signs of wear, and may have some markings on the inside."
30444524158,Very Good,US$ 6.97,0,0,hardcover,"A copy that has been read, but remains in excellent condition. Pages are intact and are not marred by notes or highlighting, but may contain a neat previous owner name. The spine remains undamaged. The dust jacket is missing. At ThriftBooks, our motto is: Read More, Spend Less."
284622700,Very Good,US$ 6.66,0,0,paperback,"Includes 3 poems by August Derleth: ""Departure"", ""Wind in the Maples"" & ""January in Thaw"". Also 7 poems in French with English translations & a 3pp biography with photo. of Raymond Duncan (brother of Isadora). Printed stapled wraps. Very good."
30035376941,Good,US$ 7.37,0,0,paperback,"A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact. The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include previous owner inscriptions. At ThriftBooks, our motto is: Read More, Spend Less."
30748849589,GOOD,US$ 4.19,0,0,hardcover,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30745082291,Very Good,US$ 9.68,0,0,hardcover,"A copy that has been read, but remains in excellent condition. Pages are intact and are not marred by notes or highlighting, but may contain a neat previous owner name. The spine remains undamaged. At ThriftBooks, our motto is: Read More, Spend Less."
22620328373,Book: Good,US$ 4.49,0,0,mass_market,
30551326308,Fair - Spine is Cocked,US$ 2.99,0,0,paperback,Cover price 50 cents.
30734407193,Good,0,0,0,unknown binding,0
30557138088,Very Good,US$ 5.99,0,0,paperback,"A copy that has been read, but remains in excellent condition. Pages are intact and are not marred by notes or highlighting, but may contain a neat previous owner name. The spine remains undamaged. At ThriftBooks, our motto is: Read More, Spend Less."
30726488455,Fine,US$ 25.00,0,Fine,cloth,"Mycroft & Moran, Sauk City, WI, 1968. First Edition black cloth Hardcover with DJ, 131 pp. This is one of 3493 copies. A Solar Pons novel in which he travels to Scotland and Wales to unravel a strange.murder. The book is marred only by very mild foxing on top text-block edge. The DJ is fine except for some light brown toning along flap edges and on spine. Overall, a fine, tight, unread copy. Size: Octavo."
30137545281,0,US$ 11.00,0,0,paperback,"629 very good - fine, reading crease Cover by Powers. paperback,"
30724679003,Good,US$ 1.22,0,0,0,. . All orders guaranteed and ship within 24 hours. Before placing your order for please contact us for confirmation on the book's binding. Check out our other listings to add to your order for discounted shipping.
30727763912,VERY GOOD,US$ 5.86,0,0,unknown binding,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
949617917,0,US$ 24.00,0,0,paperback,Ace Double F-187. Faint reading crease on one cover. A near fine copy.; Small octavo.
30133467704,Very Good,US$ 25.00,0,0,paperback,"First Appearance of this collection of two novels and five short stories. Collected are - 2 novels: Teleportress of Alpha C by Leigh Brackett, The Vanisher by Michael Shaara. 5 Short Stories: The Grave of Solon Regh by Chas. A. Stearns, Bottom is Up by Raymond E. Banks, The Recluse by Mike Curry, Life of a Salesman by Fred Freair, The Ultimate Eve by H. Sanford Effron. Light edge wear. In very good condition."
30300137402,NF,US$ 7.00,0,0,paperback,"Ace #F-326, 1964. Paperback original. Near fine condition. Slight spin e lean. Dust spotting to the edges of the upper page block. Tanning to the wrappers' versos and to the pages upper edges. Cover art by Gray Morrow."
30695991902,Good,US$ 8.98,0,0,hardcover,"A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact. The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include previous owner inscriptions. At ThriftBooks, our motto is: Read More, Spend Less."
1425179731,Good,US$ 7.18,0,No Dust Jacket,hardbound,456 pages.
30551324255,Good,US$ 2.99,0,0,paperback,Cover price 95 cents.
30295631578,Good,US$ 6.49,0,0,0,.
30727476241,Good,US$ 15.67,0,0,hardcover,"This is an ex-library book and may have the usual library/used-book markings inside.This book has hardback covers. In good all round condition. No dust jacket. Please note the Image in this listing is a stock photo and may not match the covers of the actual item,400grams, ISBN:"
30686153919,Good,US$ 3.94,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30265635493,New,US$ 36.91,0,0,leather bound,"CHOOSE ANY LEATHER COLOR OF YOUR CHOICE WITHOUT ANY EXTRA CHARGES, JUST OPEN ""View Larger Image"" BUTTON JUST BELOW THE BOOK IMAGE AND MAIL US YOUR CHOICE. Our book has Leather Binding on Spine and Corners with Golden Leaf Printing on round Spine. Reprinted in (2020) with the help of original edition published long back (1828). This book is printed in black & white, sewing binding for longer life, Printed on high quality Paper, re-sized as per Current standards, professionally processed without changing its contents. As these are old books, we processed each page manually and make them readable but in some cases some pages are blur or missing or black spots. If it is multi volume set, then it is only single volume, if you wish to order a specific or all the volumes you may contact us. We expect that you will understand our compulsion in these books. We found this book important for the readers who want to know more about our old treasure so we brought it back to the shelves. Hope you will like it and give your comments and suggestions. Lang: -eng , Pages 335 , Print on Demand.{FOLIO EDITION IS ALSO AVAILABLE.};"
30324601302,New,US$ 5.88,0,0,0,
22779150945,Very Good,US$ 4.87,0,0,hardcover,"Very good hardcover, no DJ. Covers show light edge wear. Previous owner's name, glue stains on end paper, pages are otherwise clean and unmarked. Binding is tight, hinges strong.; 100% Satisfaction Guaranteed! Ships same or next business day!."
17069734368,Fair,US$ 6.99,0,0,0,Acceptable condition.
30137479030,0,US$ 34.00,0,0,0,almost near fine.
30617141415,Fair,US$ 8.53,0,0,paperback,"A readable copy. All pages are intact, and the cover is intact. Pages can include considerable notes-in pen or highlighter-but the notes cannot obscure the text. At ThriftBooks, our motto is: Read More, Spend Less."
30697795678,GOOD,US$ 6.36,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30511276914,Very Good,US$ 10.00,0,Good,hardcover,"113 pages, with index of poems. Edited with an introduction and notes by James Reeves. From the DJ front flap: ""Dickinson . has gradually . been acknowledged as one of the most original poets of the English-speaking world,"" and, ""This new [in 1959] selection is the only one available in this country [the UK], the complete three-volume edition being beyond the reach of all but specialists."" 12mo (5-1/4"" x 7-1/2""), blue cloth with gilt lettering on spine, boards sunned at crown/heel and front board near heel, in unclipped DJ with large chip and 3/4"" tear to front bottom, edges and page margins very faintly age-toned. Name of former owner Prof. Warner Berthoff written on ffep, one marginal note by him in the Introduction, small scribble to one of the rear end papers; pages with the poems are clean and unmarked."
30536785316,Very Good+ to Near Fine,US$ 7.00,0,0,paperback,"[1st printing, 1966] #G588. Cover art by Kelly Freas/ Jack Gaughan. Paperback original. Tanning; minor creasing, bumps and dings."
30697399379,GOOD,US$ 4.50,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
312114590,Very Good+ to Near Fine,US$ 27.00,0,0,paperback,"----------pulp magazine, standard pulp size. The usual small edge tears, a VG+ to near fine copy."
30656368933,GOOD,US$ 4.19,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30280612615,Good,US$ 3.00,0,0,trade,
977917382,Very Good +,US$ 12.50,0,0,paperback,A solid tight carefully read copy. Moderate wear. #G189.
30153697183,UsedAcceptable,US$ 10.72,0,0,hardcover,
219241498,0,US$ 6.00,0,0,0,1st ed. #G-588.PB. Ace Double. Owners name inside cv/on ff's & date stamp on top edges of leaves else G-VG wi/edge creases that detract light-mod. from one cv .
30381756973,VERY GOOD,US$ 4.23,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30697524848,VERY GOOD,US$ 5.56,0,0,hardcover,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
5467367405,Good,US$ 3.50,0,0,paperback,Brief summary of content available on request by e-mail.
30636600660,Very Good,US$ 22.50,0,No Dust Jacket,hardcover,"Some cover wear, else a fairly solid example of the 1907 10th Edition. ; 7.3 X 4.9 X 1.1 inches; 955 pages."
858519502,Very Good,US$ 3.00,0,0,paperback,ACE F-232 1st Printing Fantasy PAPERBACK. (B+) or VERY GOOD condition. Slight glue wrinkle but no creasing on spine. No store stamps or writing. Some tanning. Cover art by Roy Krenkel. Original Hardback Title: Jungle Girl.
126617262,VG+,US$ 9.17,0,0,paperback,
21812039801,New,US$ 27.36,0,0,hardcover,
9822142693,Very Good,US$ 4.75,0,0,hardcover,Hard Cover - VG - No dust jacket if issued - Book is clean and tight with light wear - Some Illustrations.
30667088339,GOOD,US$ 3.84,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30137539229,0,US$ 8.00,0,0,paperback,Mild touch of minor tanning on rear cover (negligible). A few tiny touches of scuffing. Near fine. No. 73-800. First printing. Based on the Robert E. Howard character. Swords and sorcery Fantasy John Duillo Paperback First Edition.
821762810,Good,US$ 5.31,0,No Jacket as Issued,paperback,"Science Fiction magazine. Features the Novelets 'The Woman From Altair(by Leigh Brackett), Letters of Fire(by Matt Lee) and the short story 'Witch War(by Richard Matheson) plus a non-fiction science article titled 'Students - Bone up on Oxygen'. Wear/peeling on the top and bottom edges of the exterior spine(not too severe). Clean pages. Strong binding. No inscriptions. Creasing/slight marking on covers. Location: LWT8."
30667375067,VERY GOOD,US$ 3.98,0,0,hardcover,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30612646166,New,US$ 35.86,0,0,0,
14643101093,Very Good,US$ 20.00,0,0,paperback,"First pocket book edition. No visible creases in cover, slight wear along borders of spine, name written on first guarding page, interior otherwise clean."
1409595508,Good+,US$ 2.00,0,0,single issue magazine,"Vol. 2, No. 4. Cover art by Freas. Includes ""Editorial: It's a Funny Thing"" & ""The New Magazine"" by Isaac Asimov; ""On Books"" by Charles N. Brown; ""Cautionary Tales"" by Larry Niven; ""The Great Ring of Neptune"" by Martin Gardner; ""Horseless Carriage"" by Michael A. Banks; ""Frank Kelly Freas"" by Ginger Kaderabek; ""Message to Myself"" by Diana L. Paxson; ""Public Relations"" by Ginger Kaderabek; ""Dance Band on the Titanic"" by Jack L. Chalker; ""On the Way"" by Conway Conley; ""But Do They Ride Dolphins?"" by Frederick S. Lord, Jr.; ""The SF Conventional Calendar"" by Erwin S. Strauss; ""When We Come Down"" by Stephen Leigh; ""Fragger's Bottom Line. . .Line. . .Line"" by Sherwood Springer; ""One Rejection too Many"" by Patricia Nurse; ""The Suicide of Man"" by John Brunner; ""Leigh Brackett: A Memoir"" by Randall Garrett. Illustrated by Gaughan, Freas, Freff, Sternbach, Schomburg, and others. Label remains with some pulls; spine lean."
30699611545,GOOD,US$ 3.98,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30694567609,Fair,US$ 10.29,0,0,paperback,"A readable copy. All pages are intact, and the cover is intact. Pages can include considerable notes-in pen or highlighter-but the notes cannot obscure the text. An ex-library book and may have standard library stamps and/or stickers. At ThriftBooks, our motto is: Read More, Spend Less."
30591014226,VERY GOOD,US$ 3.97,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30161694165,New,US$ 12.16,0,0,0,pp. 198.
30569541166,New,US$ 6.62,0,0,0,
30447301490,Very Good,US$ 14.73,0,0,unknown binding,"Limited edition. Minor shelf and handling wear, overall a clean solid copy with minimal signs of use. Includes slipcase. Boards in good condition. Tight binding. Clean text block. Secure packaging for safe delivery."
30126183289,New,US$ 40.30,0,0,pap,New Book. Shipped from UK. THIS BOOK IS PRINTED ON DEMAND. Established seller since 2000.
1399052657,Vg,US$ 10.00,0,G-vg,hardcover,"704 pages. Blue binding with gold lettering on spine. 15 pages of B/W illustrations at begining of book. Small tear at top of spine. Some browning on half title page, (probably due to newspaper article laid in at one time. ). Light soiling to top edge of textblock. Dust Jacket has a couple of small chips a ttop and bottom of spine. Top edge of front cover of Jacket by foredge wrinkled. Photos of book on request. Size: 8vo - over 7�"" - 9�"" tall."
30669088966,Good,US$ 1.85,0,0,paperback,MAY 1975 EDITION. WHITE PICTORIAL COVER HAS SOME CREASING AND SHELF WEAR.289 PAGE TEXT HAS LIGHT WEAR. MYSTERY. 4.25'' X 7''. WE USE BUBBLE MAILERS.
22408987861,Good+,US$ 4.00,0,No Jacket,paperback,Standard used condition. Reading copy or better.
30667993540,VERY GOOD,US$ 4.46,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30318024341,Good,US$ 3.99,0,0,hardcover,"Cover shows minor wear and tear, rubbing and tanning. Rubbed endpapers. Pages are lightly tanned and clean."
1329938321,Very Good +,US$ 10.00,0,0,paperback,"An uncreased spine with NO edge rubbings.No store stamp. Stories based on characters and series created by August Derleth. Contents:The Adventure of the Lost Dutchman,Devil's Footprints, Dorrington Inheritance, ""Triple Kent"", Rydberg Numbers, Grice-Paterson Curse,Stone of Scone,Remarkable Worm,Penny Megenta, Trained Cormorant, Camberwell Beauty, Little Hanman, Swedenborg Singatures."
30724512457,GOOD,US$ 3.94,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30259713837,Poor,US$ 9.00,0,0,paperback,"----------pulp magazine, standard pulp size. Coverless, soiled. a poor copy."
30699157273,GOOD,US$ 3.94,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
10822581334,Good Plus,US$ 25.00,0,No Jacket,hardcover,152 pages. Light brown cloth covers with gold lettering to front cover and spine. Covers soiled. Mild edge wear. Binding tight. Some faint red pencil underlining and marks in book. Still a nice copy overall.
30371169279,VERY GOOD,US$ 4.49,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30694108534,VERY GOOD,US$ 3.69,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30557152650,Good,US$ 7.83,0,0,hardcover,"A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact. The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include previous owner inscriptions. At ThriftBooks, our motto is: Read More, Spend Less."
30286630270,Good,US$ 4.00,0,No Jacket,paperback,"The Egyptian Heaven and Hell: The Contents of the Books of the Other World. Budge, E. A. Wallis. Open Court, 1974. 212p. trade paperback, covers bumped/scuffed, binding tight, text clean, covers bumped/scuffed, text clean, solid binding--0875482988 ISBN�13: 9780875482989--4.00."
30732388205,Good,US$ 3.85,0,0,0,"Item in good condition and has highlighting/writing on text. Used texts may not contain supplemental items such as CDs, info-trac etc."
30720520013,VERY GOOD,US$ 4.58,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
936865316,Fine,US$ 12.00,0,0,wraps,
30583912319,GOOD,US$ 3.94,0,0,hardcover,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
333919388,0,US$ 9.00,0,Dust Jacket Included,hardcover,BCE. 1st Ed. Wi/Code #H 10 on pp333. HC. Very Good wi/light-mod. corner in near VG DW wi/a couple small/closed tears & several small/light-mod. chipped creases at head of spine. No marks; square; tight; clean. Maitz cv art.
30137484920,0,US$ 4.00,0,0,paperback,"62, very good -fine science fiction, paperback,"
30486883639,GOOD,US$ 6.46,0,0,paperback,Has little wear to the cover and pages. Contains some markings such as highlighting and writing.
30603728907,Good,US$ 15.00,0,0,paperback,"1st printing. Good condition. Light to moderate shelf wear to covers/corners. Photo is of actual item. Date written on FFEP. Mass market paperback binding. Earthlight Books is a family owned and operated, independent bookstore serving Walla Walla, Washington since 1973."
30137538599,0,US$ 11.00,0,0,0,"good - very good , 1 X 2 inch chip upper right corner, old glue residue bottom edge,"
30262169359,GOOD,US$ 4.14,0,0,hardcover,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30698944261,GOOD,US$ 3.99,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
808477195,0,US$ 25.00,0,Dust Jacket Included,hardcover,"Hardback with dust jacket, 424 pages, 8 1/4 by 5 3/4 inches. Condition is fair or worse: wear to extremities, damp stains especially along top edge extending into book and dust jacket is stuck on at top and bottom edge, text is clean and tight, maps on end papers. Dustjacket is poor: wear to panels, light chipping at corner creases, apparent damp damage on back panel where jacket is stuck to book. A reading copy that is unusually sturdy."
30137476841,0,US$ 8.00,0,0,paperback,"12627 near fine paperback,"
30137484013,0,US$ 5.00,0,0,paperback,"932 paperback, very good +."
30727920137,Good,US$ 5.99,0,0,paperback,"A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact. The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include previous owner inscriptions. An ex-library book and may have standard library stamps and/or stickers. At ThriftBooks, our motto is: Read More, Spend Less."
16602129099,New,US$ 25.19,0,0,leather bound,"Lang: -English , Pages 395 , Reprinted in (2018) with the help of original edition published long back (1922). This book is Printed in black & white, sewing binding for longer life with Matt laminated multi-Colour HARDCOVER {LEATHER BOUND EDITION WITH GOLDEN LEAF PRINTING ALSO AVAILABLE}, Printed on high quality Paper, re-sized as per Current standards, professionally processed without changing its contents. As these are old books, we processed each page manually and make them readable but in some cases pages which are blur or missing or black spots. If it is multi volume set, then it is only single volume, if you wish to order a specific or all the volumes you may contact us. We expect that you will understand our compulsion in these books. We found this book important for the readers who want to know more about our old treasure so we brought it back to the shelves. Hope you will like it and give your comments and suggestions. Print on Demand.;"
22903499915,Used: Good,US$ 1.12,0,0,paperback,club des masques poche 1982 N� 26 occasion bon �tat non neuf gommette blanche au dos exemplaire de biblioth�que.
30615786882,Good,US$ 5.00,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
21664689770,Acceptable,US$ 2.94,0,0,trade,
3260924086,Good,US$ 2.95,0,Good,hardcover,"good copy with some light general wear. pages clean and unmarked. dust jacket is good with some light edge rubbing and a small chip at top of spine. Size: 8vo - over 7�"" - 9�"" tall."
30467530249,Good,US$ 6.98,0,Dust Jacket Included,hardcover,. Good dust jacket.
15213299214,Good,US$ 1.00,0,Good,paperback,
30702937981,POOR,US$ 5.73,0,0,paperback,"Noticeably used book. Heavy wear to cover. Pages contain marginal notes, underlining, and or highlighting. Possible ex library copy, with all the markings/stickers of that library. Accessories such as CD, codes, toys, and dust jackets may not be included."
30575426911,GOOD,US$ 3.98,0,0,hardcover,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30137480264,0,US$ 8.00,0,Dust Jacket Included,hardcover,"fine book in a fine dust jacket bookclub,"
30432414014,GOOD,US$ 4.67,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30736827452,GOOD,US$ 4.89,0,0,hardcover,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
7616811988,Bon �tat.,US$ 33.87,0,0,reli�,"Editions Opta, ""C. L. A. "" Classiques de la Science-Fiction n� 63, 1975. In-8 reliure toile �diteur sans rhodo�d ; Les pages de garde et les 2 hors texte sont illustr�s par G. RAIMONDO.Tirage � 5120 exemplaires num�rot�s. Tr�s bon �tat.Premi�re �dition fran�aise. Livres."
794447540,Very Good,US$ 4.00,0,0,single issue magazine,"Vol. 22, No. 4. Edited by James Baen. Cover art by Sternbach for ""The Touch of Your Hand"" (novelette) by Raymond F. Jones. Includes ""One Step Ahead"" (novelette) by James H. Schmitz; ""Tar Baby"" (novelette) by Edward Wellen; ""Wings Out of Shadow"" (novelette; Berserker series) by Fred Saberhagen; ""Training Twofoots"" by Chelsea Quinn Yarbro; ""The Iceman"" by James A. Roszell; ""Pride and Primacy"" by Randall Garrett ""Transit"" by Lynda Isaacs; ""The Ginger Star"" (pt. 2 of 2; Eric John Stark series) by Leigh Brackett. Illustrated by Jack Gaughan. Features: ""Reading Room"" by Lester del Rey; ""SF Calendar"". Edgewear; creasing."
30432415978,GOOD,US$ 4.99,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
